IndexId,Channel1,Channel2,Channel3,Channel4,Ref1,Ref2,Ref3,TS1,TS2
82,749.19,448.12,33.84,144.26,0,0,0,20:04:57,1.54319E+12
83,807.63,434.55,39.68,138.34,0,0,0,20:04:57,1.54319E+12
84,955.73,432.13,44.5,225.34,0,0,0,20:04:57,1.54319E+12
85,813.58,444.75,36.33,173.43,0,0,0,20:04:57,1.54319E+12
86,749.62,437.18,37.57,117.3,0,0,0,20:04:57,1.54319E+12
87,936.5,430.93,43.5,203.62,0,0,0,20:04:57,1.54319E+12
88,882.86,442.06,40.49,210.13,0,0,0,20:04:57,1.54319E+12
89,728.18,445.94,35.58,118.91,0,0,0,20:04:57,1.54319E+12
90,883.04,433.88,43.45,174.86,0,0,0,20:04:57,1.54319E+12
91,936.96,440.41,41.31,232.66,0,0,0,20:04:57,1.54319E+12
92,751.32,445.74,34.55,148.55,0,0,0,20:04:57,1.54319E+12
93,809.74,438.18,42.03,139.85,0,0,0,20:04:57,1.54319E+12
94,955.77,438.8,49.36,230.3,0,0,0,20:04:57,1.54319E+12
95,809.1,448.36,38.94,179.25,0,0,0,20:04:57,1.54319E+12
96,752.98,444.93,36.54,119.97,0,0,0,20:04:57,1.54319E+12
97,945.19,438.67,46.59,215.36,0,0,0,20:04:57,1.54319E+12
98,888.42,448.19,43.63,215.05,0,0,0,20:04:57,1.54319E+12
99,733.9,452.83,36.6,124.55,0,0,0,20:04:57,1.54319E+12
100,889.97,442.25,44.62,179.3,0,0,0,20:04:57,1.54319E+12
101,944.2,449.39,49.43,238.39,0,0,0,20:04:57,1.54319E+12
102,760.56,460.36,37.18,151.32,0,0,0,20:04:57,1.54319E+12
103,816,447.37,41.21,139.62,0,0,0,20:04:57,1.54319E+12
104,965.39,444.38,46.96,232.94,0,0,0,20:04:57,1.54319E+12
105,819.08,456.66,40.36,187.98,0,0,0,20:04:57,1.54319E+12
106,759.93,453.85,38.4,127.91,0,0,0,20:04:57,1.54319E+12
107,946.29,442.99,43.66,214.72,0,0,0,20:04:57,1.54319E+12
108,888.61,455.11,41,220.66,0,0,0,20:04:57,1.54319E+12
109,734.85,456.07,37.62,126.13,0,0,0,20:04:57,1.54319E+12
110,888.96,439.71,46.53,178.08,0,0,0,20:04:57,1.54319E+12
111,943.54,447.88,44.05,233.12,0,0,0,20:04:57,1.54319E+12
112,761.35,453.84,37.75,146.78,0,0,0,20:04:57,1.54319E+12
113,819.26,441.43,41.77,142.84,0,0,0,20:04:57,1.54319E+12
114,964.62,440.34,44.58,230.89,0,0,0,20:04:57,1.54319E+12
115,817.39,453.35,35.38,181.48,0,0,0,20:04:57,1.54319E+12
116,756.08,446.66,37.16,119.94,0,0,0,20:04:57,1.54319E+12
117,944.95,435.21,47.21,209.06,0,0,0,20:04:57,1.54319E+12
118,881.84,445.55,39.91,209.11,0,0,0,20:04:57,1.54319E+12
119,728.77,440.47,33.28,119.44,0,0,0,20:04:57,1.54319E+12
120,882.48,429.83,41.83,171.86,0,0,0,20:04:57,1.54319E+12
121,936.24,435.99,44.12,227.52,0,0,0,20:04:57,1.54319E+12
122,749.86,446.18,32.56,140.62,0,0,0,20:04:57,1.54319E+12
123,808.42,430.56,37.15,132.84,0,0,0,20:04:57,1.54319E+12
124,951.07,428.75,45.82,219.34,0,0,0,20:04:57,1.54319E+12
125,806.14,439.54,36.51,166.88,0,0,0,20:04:57,1.54319E+12
126,747.79,436.75,36.61,111.05,0,0,0,20:04:57,1.54319E+12
127,933.1,423.68,43.83,197.04,0,0,0,20:04:57,1.54319E+12
128,873.18,434.58,40.8,199.99,0,0,0,20:04:57,1.54319E+12
129,725.21,439.67,33.41,112.65,0,0,0,20:04:57,1.54319E+12
130,879.57,425.89,44,168.79,0,0,0,20:04:57,1.54319E+12
131,936.2,432.86,42.01,223.27,0,0,0,20:04:57,1.54319E+12
132,751.19,440.02,32.32,135.64,0,0,0,20:04:57,1.54319E+12
133,806.29,429.07,35.03,134.83,0,0,0,20:04:57,1.54319E+12
134,951.09,428.61,41.28,221.34,0,0,0,20:04:57,1.54319E+12
135,802.23,441.3,35.54,171.89,0,0,0,20:04:57,1.54319E+12
136,738.97,434.97,32.34,115.02,0,0,0,20:04:57,1.54319E+12
137,931.69,424.42,42.21,206.15,0,0,0,20:04:57,1.54319E+12
138,867.85,436.61,39.23,207.52,0,0,0,20:04:57,1.54319E+12
139,718.36,435.27,31.21,113.05,0,0,0,20:04:57,1.54319E+12
140,868.76,420.5,41.45,166.88,0,0,0,20:04:57,1.54319E+12
141,923.56,431.08,43.93,220.07,0,0,0,20:04:57,1.54319E+12
142,740.57,443.4,35.1,139.69,0,0,0,20:04:57,1.54319E+12
143,804.32,430.91,40.24,135.73,0,0,0,20:04:57,1.54319E+12
144,952.05,433.5,41.89,223.61,0,0,0,20:04:57,1.54319E+12
145,801.43,447.31,38.15,178.25,0,0,0,20:04:57,1.54319E+12
146,743.57,440.69,35.36,116.81,0,0,0,20:04:57,1.54319E+12
147,931.18,432.21,44.78,206.86,0,0,0,20:04:57,1.54319E+12
148,871.28,445.29,42.6,210.25,0,0,0,20:04:57,1.54319E+12
149,720.08,445.57,33.52,114.99,0,0,0,20:04:57,1.54319E+12
150,880.13,432.36,41.6,172.93,0,0,0,20:04:57,1.54319E+12
151,930.14,444.2,42.41,228.11,0,0,0,20:04:57,1.54319E+12
152,745.89,449.49,33.55,141.05,0,0,0,20:04:57,1.54319E+12
153,807.73,436.83,39.14,136.21,0,0,0,20:04:57,1.54319E+12
154,949.62,438.04,46.66,232.7,0,0,0,20:04:57,1.54319E+12
155,800.99,447.74,36.19,179.96,0,0,0,20:04:57,1.54319E+12
156,744.67,443.27,36.69,118.39,0,0,0,20:04:57,1.54319E+12
157,937.78,434.67,45.1,213.85,0,0,0,20:04:57,1.54319E+12
158,880.5,450.73,40.87,214.57,0,0,0,20:04:57,1.54319E+12
159,729.56,450.24,36.02,122.61,0,0,0,20:04:57,1.54319E+12
160,886.08,437.16,41.9,179.57,0,0,0,20:04:57,1.54319E+12
161,938.94,444.81,43.67,233.43,0,0,0,20:04:57,1.54319E+12
162,750.58,450.76,36.86,143.65,0,0,0,20:04:57,1.54319E+12
163,814.74,439.25,40.21,142.95,0,0,0,20:04:57,1.54319E+12
164,959.99,438.4,47.59,231.07,0,0,0,20:04:57,1.54319E+12
165,810.88,448.37,36.99,179.43,0,0,0,20:04:57,1.54319E+12
166,752.69,439.11,34.91,122.26,0,0,0,20:04:57,1.54319E+12
167,937.64,426.58,41.82,201.85,0,0,0,20:04:57,1.54319E+12
168,873.48,440.57,38.82,204.4,0,0,0,20:04:57,1.54319E+12
169,724.18,443.55,32.49,114.03,0,0,0,20:04:57,1.54319E+12
170,877.46,426.89,43.43,168.46,0,0,0,20:04:57,1.54319E+12
171,927.97,435.57,42.66,224.08,0,0,0,20:04:57,1.54319E+12
172,744.86,445.49,30.68,140.74,0,0,0,20:04:57,1.54319E+12
173,809.73,433.07,39.04,135,0,0,0,20:04:57,1.54319E+12
174,950.92,435.66,48.85,227,0,0,0,20:04:57,1.54319E+12
175,805.37,443.19,36.88,170.76,0,0,0,20:04:57,1.54319E+12
176,747.78,438.44,33.06,112.84,0,0,0,20:04:57,1.54319E+12
177,941.05,432.01,44.45,204.85,0,0,0,20:04:57,1.54319E+12
178,877.39,449.61,39.98,211.55,0,0,0,20:04:57,1.54319E+12
179,731.42,448.01,32.16,120.82,0,0,0,20:04:57,1.54319E+12
180,886.05,433.81,44.76,178.6,0,0,0,20:04:57,1.54319E+12
181,935.36,448.33,46.37,234.04,0,0,0,20:04:57,1.54319E+12
182,750.77,451.74,36.28,145.26,0,0,0,20:04:57,1.54319E+12
183,817.28,440.63,42.88,145.16,0,0,0,20:04:57,1.54319E+12
184,956.42,437.34,46.48,234.05,0,0,0,20:04:57,1.54319E+12
185,809.5,451.49,40.61,178.57,0,0,0,20:04:57,1.54319E+12
186,754.4,444.33,38.08,123.12,0,0,0,20:04:57,1.54319E+12
187,943.22,434.13,46.08,214.15,0,0,0,20:04:57,1.54319E+12
188,869.77,444.43,39.97,209.53,0,0,0,20:04:57,1.54319E+12
189,726.5,446.73,35.9,120.74,0,0,0,20:04:57,1.54319E+12
190,884.72,434.48,47.73,177.45,0,0,0,20:04:57,1.54319E+12
191,926.87,442.83,45.98,231.92,0,0,0,20:04:57,1.54319E+12
192,741.75,451.63,34.66,141.94,0,0,0,20:04:57,1.54319E+12
193,808.04,433.98,40.68,140.31,0,0,0,20:04:57,1.54319E+12
194,946.75,436.85,49.08,226.19,0,0,0,20:04:57,1.54319E+12
195,798.18,450.36,36.71,172.37,0,0,0,20:04:58,1.54319E+12
196,749.7,443.12,36.69,116.94,0,0,0,20:04:58,1.54319E+12
197,937.42,434.67,44.53,209.55,0,0,0,20:04:58,1.54319E+12
198,874.48,448.58,43.36,213.62,0,0,0,20:04:58,1.54319E+12
199,724.94,447.99,36.16,118.87,0,0,0,20:04:58,1.54319E+12
200,880.7,435.57,46.34,176.45,0,0,0,20:04:58,1.54319E+12
0,929.78,443.8,47.51,230.76,0,0,0,20:04:58,1.54319E+12
1,746.16,453.89,39.03,147.31,0,0,0,20:04:58,1.54319E+12
2,813.41,439.66,43.25,144.96,0,0,0,20:04:58,1.54319E+12
3,957.16,438.78,46.66,236.57,0,0,0,20:04:58,1.54319E+12
4,805.06,449.17,37.18,178.61,0,0,0,20:04:58,1.54319E+12
5,757.02,444.11,39.48,125.34,0,0,0,20:04:58,1.54319E+12
6,943.02,436.17,49.61,211.05,0,0,0,20:04:58,1.54319E+12
7,877.62,446.74,43.06,213.07,0,0,0,20:04:58,1.54319E+12
8,734.8,450.97,35.22,123.35,0,0,0,20:04:58,1.54319E+12
9,896.14,438.44,44.9,185.37,0,0,0,20:04:58,1.54319E+12
10,943.93,447.11,46.39,235.15,0,0,0,20:04:58,1.54319E+12
11,756.47,455.3,36.78,145.04,0,0,0,20:04:58,1.54319E+12
12,824.46,440.73,42.88,145.11,0,0,0,20:04:58,1.54319E+12
13,965.14,444.16,46.45,232.94,0,0,0,20:04:58,1.54319E+12
14,810.56,449.48,40.81,177.6,0,0,0,20:04:58,1.54319E+12
15,753.97,444.68,38.52,113.09,0,0,0,20:04:58,1.54319E+12
16,945.59,434.57,46.06,210.02,0,0,0,20:04:58,1.54319E+12
17,875.02,445.91,40.48,209.22,0,0,0,20:04:58,1.54319E+12
18,730.99,448.37,33.76,123.04,0,0,0,20:04:58,1.54319E+12
19,891.43,433.11,47.87,183.48,0,0,0,20:04:58,1.54319E+12
20,935.43,443.83,43.58,233.07,0,0,0,20:04:58,1.54319E+12
21,752.7,450.69,38.82,146.54,0,0,0,20:04:58,1.54319E+12
22,820.68,441.67,41.6,144.27,0,0,0,20:04:58,1.54319E+12
23,960.85,438.12,49.23,232.88,0,0,0,20:04:58,1.54319E+12
24,806.52,446.3,42.19,180.43,0,0,0,20:04:58,1.54319E+12
25,755.56,448.2,38.09,119.5,0,0,0,20:04:58,1.54319E+12
26,947.18,440.62,46.73,211.68,0,0,0,20:04:58,1.54319E+12
27,875.82,450.1,41.72,206.59,0,0,0,20:04:58,1.54319E+12
28,723.92,449.2,33.51,119.14,0,0,0,20:04:58,1.54319E+12
29,883.68,436.83,40.46,175.78,0,0,0,20:04:58,1.54319E+12
30,930.61,444.3,45.1,233.19,0,0,0,20:04:58,1.54319E+12
31,745,453.69,37.56,145.51,0,0,0,20:04:58,1.54319E+12
32,814,433.03,43.35,141.89,0,0,0,20:04:58,1.54319E+12
33,955.11,439.74,43.4,231.35,0,0,0,20:04:58,1.54319E+12
34,803.17,451.39,38.15,176.11,0,0,0,20:04:58,1.54319E+12
35,755.09,444.09,38.48,117.35,0,0,0,20:04:58,1.54319E+12
36,942.97,437.96,47.3,211.77,0,0,0,20:04:58,1.54319E+12
37,873.28,444.4,40.01,211.37,0,0,0,20:04:58,1.54319E+12
38,728.12,450.81,32.89,120.95,0,0,0,20:04:58,1.54319E+12
39,884.79,431.64,44.96,173.81,0,0,0,20:04:58,1.54319E+12
40,926.79,441.84,46.28,226.11,0,0,0,20:04:58,1.54319E+12
41,745.78,451.07,35.8,144.65,0,0,0,20:04:58,1.54319E+12
42,815.28,441.61,40.78,146.29,0,0,0,20:04:58,1.54319E+12
43,952.5,439.05,45.65,232.22,0,0,0,20:04:58,1.54319E+12
44,795.86,446.54,39.85,172.46,0,0,0,20:04:58,1.54319E+12
45,751.67,439.89,38.37,117.97,0,0,0,20:04:58,1.54319E+12
46,937.27,432.25,49.02,209.75,0,0,0,20:04:58,1.54319E+12
47,865.24,442.78,41.57,206.39,0,0,0,20:04:58,1.54319E+12
48,721.87,446.06,35.74,122.69,0,0,0,20:04:58,1.54319E+12
49,883.15,430.91,42.89,176.82,0,0,0,20:04:58,1.54319E+12
50,927.93,443.64,45.5,225.07,0,0,0,20:04:58,1.54319E+12
51,741.63,448.54,37.11,138.52,0,0,0,20:04:58,1.54319E+12
52,814.35,440.39,42.96,140.54,0,0,0,20:04:58,1.54319E+12
53,954.08,438.82,44.3,233.2,0,0,0,20:04:58,1.54319E+12
54,800.41,451.87,37.5,176.41,0,0,0,20:04:58,1.54319E+12
55,751.11,441.25,40.52,117.41,0,0,0,20:04:58,1.54319E+12
56,940.99,429.41,46.55,211.71,0,0,0,20:04:58,1.54319E+12
57,867.55,440.96,43,205.04,0,0,0,20:04:58,1.54319E+12
58,721.01,440.57,33.75,117.08,0,0,0,20:04:58,1.54319E+12
59,883.41,431.28,43.4,174.01,0,0,0,20:04:58,1.54319E+12
60,925.23,438.12,45.23,223.23,0,0,0,20:04:58,1.54319E+12
61,742.85,446.63,37.54,137.91,0,0,0,20:04:58,1.54319E+12
62,815.87,435.53,43.09,141.75,0,0,0,20:04:58,1.54319E+12
63,953.58,435.46,45.8,229.9,0,0,0,20:04:58,1.54319E+12
64,800.21,440.26,38.1,170.37,0,0,0,20:04:58,1.54319E+12
65,750.54,435.84,37.56,115.74,0,0,0,20:04:58,1.54319E+12
66,941.86,424.63,47.01,209.09,0,0,0,20:04:58,1.54319E+12
67,869.24,437.37,41.47,206.6,0,0,0,20:04:58,1.54319E+12
68,725.01,441.29,34.69,119.56,0,0,0,20:04:58,1.54319E+12
69,893.18,430.04,43.64,177.82,0,0,0,20:04:58,1.54319E+12
70,929.57,440.7,43.8,230.99,0,0,0,20:04:58,1.54319E+12
71,743.97,449.12,34.03,140.65,0,0,0,20:04:58,1.54319E+12
72,823.98,435.57,41.72,139.57,0,0,0,20:04:58,1.54319E+12
73,960.08,438.36,48.36,224.49,0,0,0,20:04:58,1.54319E+12
74,811.28,451.66,36.63,174.66,0,0,0,20:04:58,1.54319E+12
75,764.47,442.31,34.41,121.51,0,0,0,20:04:58,1.54319E+12
76,951.05,431.61,47.64,215.48,0,0,0,20:04:58,1.54319E+12
77,880.15,448.99,41.23,209.54,0,0,0,20:04:58,1.54319E+12
78,736,445.73,35.83,121.05,0,0,0,20:04:58,1.54319E+12
79,894.64,432.44,45.06,178.86,0,0,0,20:04:58,1.54319E+12
80,930.91,441.68,45.46,229.37,0,0,0,20:04:58,1.54319E+12
81,745.47,448.24,32.31,136.25,0,0,0,20:04:58,1.54319E+12
82,819.96,432.27,40.04,136.85,0,0,0,20:04:58,1.54319E+12
83,956.02,433.53,44.9,225.67,0,0,0,20:04:58,1.54319E+12
84,798.95,444.57,39.61,172.39,0,0,0,20:04:58,1.54319E+12
85,758.39,440.44,38.1,118.03,0,0,0,20:04:58,1.54319E+12
86,942.77,433.36,49.13,209,0,0,0,20:04:58,1.54319E+12
87,866.69,444.69,41.03,205.3,0,0,0,20:04:58,1.54319E+12
88,727.23,445.45,31.71,119.64,0,0,0,20:04:58,1.54319E+12
89,890.79,433.81,42.14,176.99,0,0,0,20:04:58,1.54319E+12
90,931.39,444.44,43.5,231.75,0,0,0,20:04:58,1.54319E+12
91,745.47,449.42,31.52,141.55,0,0,0,20:04:58,1.54319E+12
92,822.48,435.92,41,144.63,0,0,0,20:04:58,1.54319E+12
93,954.86,439.6,47.49,229.23,0,0,0,20:04:58,1.54319E+12
94,797.19,448.11,38.01,171.39,0,0,0,20:04:58,1.54319E+12
95,750.35,440.5,36.75,116.54,0,0,0,20:04:58,1.54319E+12
96,944.21,432.53,47.78,215.03,0,0,0,20:04:58,1.54319E+12
97,867.76,447.78,40.54,210.05,0,0,0,20:04:58,1.54319E+12
98,723.44,447.05,32.72,118.67,0,0,0,20:04:58,1.54319E+12
99,888.14,439.88,44.78,183.89,0,0,0,20:04:58,1.54319E+12
100,929.63,448.14,43.02,234.79,0,0,0,20:04:58,1.54319E+12
101,746.28,456.58,36.12,147.7,0,0,0,20:04:58,1.54319E+12
102,825.61,438.7,41.09,148.89,0,0,0,20:04:58,1.54319E+12
103,959.84,444.12,46.22,236.71,0,0,0,20:04:58,1.54319E+12
104,802.68,452.07,35.59,178.27,0,0,0,20:04:58,1.54319E+12
105,763.33,445.48,33.66,125.54,0,0,0,20:04:58,1.54319E+12
106,949.68,437.83,44.95,216.67,0,0,0,20:04:58,1.54319E+12
107,881.63,448.4,42.79,213.11,0,0,0,20:04:58,1.54319E+12
108,736.43,448.13,34.29,126.5,0,0,0,20:04:58,1.54319E+12
109,901.26,436.35,45.22,185.64,0,0,0,20:04:58,1.54319E+12
110,936.34,448.01,42.67,235.23,0,0,0,20:04:58,1.54319E+12
111,751.49,452.59,34.8,145.74,0,0,0,20:04:58,1.54319E+12
112,828.36,440.47,42.3,145.68,0,0,0,20:04:58,1.54319E+12
113,959.53,442.93,45.1,233.18,0,0,0,20:04:58,1.54319E+12
114,800.75,449.05,34.78,172.51,0,0,0,20:04:58,1.54319E+12
115,755.37,440.85,39.41,118.54,0,0,0,20:04:58,1.54319E+12
116,939.95,430.93,46.65,209.4,0,0,0,20:04:58,1.54319E+12
117,864.57,444.88,38.56,204.55,0,0,0,20:04:58,1.54319E+12
118,726.85,444.8,33.85,117.49,0,0,0,20:04:58,1.54319E+12
119,891.29,432.82,45.09,180.43,0,0,0,20:04:58,1.54319E+12
120,925.28,442.42,44.71,228.83,0,0,0,20:04:58,1.54319E+12
121,744.89,450.57,36.21,141.98,0,0,0,20:04:58,1.54319E+12
122,817.28,437.93,44.88,144.58,0,0,0,20:04:58,1.54319E+12
123,948.29,437.98,47.03,228.26,0,0,0,20:04:58,1.54319E+12
124,793.24,451.71,38.3,172.12,0,0,0,20:04:58,1.54319E+12
125,745.17,441.2,36.23,118.19,0,0,0,20:04:58,1.54319E+12
126,934.46,435.37,48.33,209.81,0,0,0,20:04:58,1.54319E+12
127,859.89,447.16,41.69,207.04,0,0,0,20:04:58,1.54319E+12
128,726.55,445.37,35.96,116.48,0,0,0,20:04:58,1.54319E+12
129,884.3,435.13,46.54,177.55,0,0,0,20:04:58,1.54319E+12
130,924.16,442.05,46.66,230.77,0,0,0,20:04:58,1.54319E+12
131,737.28,448.35,33.96,138.57,0,0,0,20:04:58,1.54319E+12
132,809.54,432.52,41.93,144.29,0,0,0,20:04:58,1.54319E+12
133,949.21,434.27,44.23,227.1,0,0,0,20:04:58,1.54319E+12
134,786.04,444.85,40.09,172.36,0,0,0,20:04:58,1.54319E+12
135,745.7,438.41,37.99,118.17,0,0,0,20:04:58,1.54319E+12
136,934.15,433.46,43.61,212.39,0,0,0,20:04:58,1.54319E+12
137,859.06,446.64,43.3,210.12,0,0,0,20:04:58,1.54319E+12
138,726.82,450.42,37.38,122.35,0,0,0,20:04:58,1.54319E+12
139,888.82,437.61,45.7,183.8,0,0,0,20:04:58,1.54319E+12
140,923.2,443.77,45.58,228.96,0,0,0,20:04:58,1.54319E+12
141,739.82,451.81,34.18,140.52,0,0,0,20:04:58,1.54319E+12
142,819.11,439.14,40.4,145.59,0,0,0,20:04:58,1.54319E+12
143,952.38,441.23,47.71,231.87,0,0,0,20:04:58,1.54319E+12
144,793,449.72,37.57,174.56,0,0,0,20:04:58,1.54319E+12
145,751.08,439.76,39.93,121.79,0,0,0,20:04:58,1.54319E+12
146,936.92,431.39,46.4,215.93,0,0,0,20:04:58,1.54319E+12
147,861.17,443.3,39.81,207.76,0,0,0,20:04:58,1.54319E+12
148,722.06,444.72,32.84,119.79,0,0,0,20:04:58,1.54319E+12
149,888.16,433.98,42.05,182.15,0,0,0,20:04:58,1.54319E+12
150,921.58,441.72,44.61,227.31,0,0,0,20:04:58,1.54319E+12
151,739.96,448.13,32.12,141.67,0,0,0,20:04:58,1.54319E+12
152,819.74,434.93,38.49,145.93,0,0,0,20:04:58,1.54319E+12
153,951.21,437.24,43.02,231.04,0,0,0,20:04:58,1.54319E+12
154,792.63,450.49,32.68,176.08,0,0,0,20:04:58,1.54319E+12
155,754.96,439.77,35.28,119.23,0,0,0,20:04:58,1.54319E+12
156,942.71,429.91,45.08,210.66,0,0,0,20:04:58,1.54319E+12
157,865.71,445.67,37.98,206.8,0,0,0,20:04:58,1.54319E+12
158,724.71,443.01,33.27,116.47,0,0,0,20:04:58,1.54319E+12
159,886.37,429.09,43.83,179.04,0,0,0,20:04:58,1.54319E+12
160,914.24,437.77,42.71,224.92,0,0,0,20:04:58,1.54319E+12
161,728.43,438.71,30.69,131.21,0,0,0,20:04:58,1.54319E+12
162,809.93,426.26,36.94,136.48,0,0,0,20:04:58,1.54319E+12
163,937.13,425.39,41.49,223.78,0,0,0,20:04:58,1.54319E+12
164,780.61,438.05,34.19,159.68,0,0,0,20:04:58,1.54319E+12
165,740.89,427.95,32.25,111.09,0,0,0,20:04:58,1.54319E+12
166,931.36,421.58,42.63,202.94,0,0,0,20:04:58,1.54319E+12
167,855.12,437.48,38.55,198.6,0,0,0,20:04:58,1.54319E+12
168,719.32,436.26,32.15,111.91,0,0,0,20:04:58,1.54319E+12
169,885.23,427.53,41.53,177.31,0,0,0,20:04:58,1.54319E+12
170,916.96,432.48,39.86,220.88,0,0,0,20:04:58,1.54319E+12
171,735.54,434.82,30.87,130.58,0,0,0,20:04:58,1.54319E+12
172,816.66,421.07,37.45,139.87,0,0,0,20:04:58,1.54319E+12
173,946.22,426.97,43.55,225.73,0,0,0,20:04:58,1.54319E+12
174,784.42,437.88,32.75,166.32,0,0,0,20:04:58,1.54319E+12
175,748.08,428.52,36.45,113.41,0,0,0,20:04:58,1.54319E+12
176,930.49,421.1,44.94,203.87,0,0,0,20:04:58,1.54319E+12
177,849.36,432.3,39.57,194.34,0,0,0,20:04:58,1.54319E+12
178,714.08,429.41,29.4,111.65,0,0,0,20:04:58,1.54319E+12
179,886.38,422.81,41.26,176.4,0,0,0,20:04:58,1.54319E+12
180,916.12,435.43,40.61,223.2,0,0,0,20:04:58,1.54319E+12
181,732.07,441.32,33.84,127.51,0,0,0,20:04:58,1.54319E+12
182,816.87,428.01,37.41,135.77,0,0,0,20:04:58,1.54319E+12
183,946.51,432.05,41.83,221.31,0,0,0,20:04:58,1.54319E+12
184,792.78,446.44,36.22,167.86,0,0,0,20:04:58,1.54319E+12
185,756.5,442.14,35,119.94,0,0,0,20:04:58,1.54319E+12
186,944.77,435.76,46,215.64,0,0,0,20:04:58,1.54319E+12
187,865.36,448.66,38.57,205.08,0,0,0,20:04:58,1.54319E+12
188,732.08,446.28,31.3,118.97,0,0,0,20:04:58,1.54319E+12
189,896.15,436.73,40.48,183.66,0,0,0,20:04:58,1.54319E+12
190,927.07,443.31,41.64,228.11,0,0,0,20:04:58,1.54319E+12
191,744.59,454.74,33.98,138.9,0,0,0,20:04:58,1.54319E+12
192,823.59,441.96,37.38,149.79,0,0,0,20:04:58,1.54319E+12
193,959.71,442.99,46.28,235.68,0,0,0,20:04:58,1.54319E+12
194,797.19,454.99,35.29,175.73,0,0,0,20:04:58,1.54319E+12
195,766.45,445.57,38.22,125.17,0,0,0,20:04:59,1.54319E+12
196,954.36,439.71,46.89,218,0,0,0,20:04:59,1.54319E+12
197,872.73,449.9,41.36,208.09,0,0,0,20:04:59,1.54319E+12
198,731.98,445.97,32.81,114.67,0,0,0,20:04:59,1.54319E+12
199,903.54,430.48,42.81,179.87,0,0,0,20:04:59,1.54319E+12
200,933.08,439.54,43.32,225.42,0,0,0,20:04:59,1.54319E+12
0,749,447.13,33.27,139.81,0,0,0,20:04:59,1.54319E+12
1,836.2,435.2,41.43,146.46,0,0,0,20:04:59,1.54319E+12
2,963.86,435.65,44.36,232.28,0,0,0,20:04:59,1.54319E+12
3,799.09,444.48,36.32,169.04,0,0,0,20:04:59,1.54319E+12
4,762.79,433.64,36.72,119.39,0,0,0,20:04:59,1.54319E+12
5,948.36,426.41,42.52,210.41,0,0,0,20:04:59,1.54319E+12
6,863.17,439.73,38.06,202.7,0,0,0,20:04:59,1.54319E+12
7,730.13,441.7,31.25,115.61,0,0,0,20:04:59,1.54319E+12
8,901.83,433.17,38.69,179.76,0,0,0,20:04:59,1.54319E+12
9,928.08,442.45,41.63,224.97,0,0,0,20:04:59,1.54319E+12
10,742.74,445.21,30.4,136.78,0,0,0,20:04:59,1.54319E+12
11,829.31,433.26,37.25,146.12,0,0,0,20:04:59,1.54319E+12
12,959.16,437.55,41.67,233.22,0,0,0,20:04:59,1.54319E+12
13,794.04,448.34,34.37,169.57,0,0,0,20:04:59,1.54319E+12
14,761.16,438.3,34.18,120.48,0,0,0,20:04:59,1.54319E+12
15,948.68,430.9,43.28,216.36,0,0,0,20:04:59,1.54319E+12
16,864.48,445.82,36.19,203.32,0,0,0,20:04:59,1.54319E+12
17,729.53,439.9,28.71,116.41,0,0,0,20:04:59,1.54319E+12
18,896.72,429.68,41.41,178.7,0,0,0,20:04:59,1.54319E+12
19,925.57,437.74,41.18,226.71,0,0,0,20:04:59,1.54319E+12
20,736.3,446.49,32.08,136.39,0,0,0,20:04:59,1.54319E+12
21,822.05,431.96,36.71,143.71,0,0,0,20:04:59,1.54319E+12
22,951.5,432.63,42.15,228.59,0,0,0,20:04:59,1.54319E+12
23,798.36,443.98,33.34,167.93,0,0,0,20:04:59,1.54319E+12
24,758.83,436.3,32.7,119.18,0,0,0,20:04:59,1.54319E+12
25,943.39,434.92,43.76,215.16,0,0,0,20:04:59,1.54319E+12
26,861.02,447.52,39.19,208.26,0,0,0,20:04:59,1.54319E+12
27,730.23,444.74,35.67,118.2,0,0,0,20:04:59,1.54319E+12
28,895.55,431.83,45.14,179.88,0,0,0,20:04:59,1.54319E+12
29,919.23,438.11,39.59,229.01,0,0,0,20:04:59,1.54319E+12
30,741.34,443.77,31.52,134.21,0,0,0,20:04:59,1.54319E+12
31,819.26,429.7,39.12,142.25,0,0,0,20:04:59,1.54319E+12
32,947.05,433.64,45,226.23,0,0,0,20:04:59,1.54319E+12
33,786.15,450.06,37.06,168.43,0,0,0,20:04:59,1.54319E+12
34,764.08,440.16,36.95,118.78,0,0,0,20:04:59,1.54319E+12
35,948.5,432.92,46.28,214.16,0,0,0,20:04:59,1.54319E+12
36,861.58,447.51,40.54,204.38,0,0,0,20:04:59,1.54319E+12
37,729.82,448.42,34.36,119.9,0,0,0,20:04:59,1.54319E+12
38,895.91,431.45,43.57,179.22,0,0,0,20:04:59,1.54319E+12
39,916.36,438.15,43.07,221.85,0,0,0,20:04:59,1.54319E+12
40,731.43,444.94,31.38,131.05,0,0,0,20:04:59,1.54319E+12
41,818.46,433.03,43.07,142.77,0,0,0,20:04:59,1.54319E+12
42,943.99,436.02,45.85,228.87,0,0,0,20:04:59,1.54319E+12
43,789.48,450.18,34.99,169.16,0,0,0,20:04:59,1.54319E+12
44,758.21,439.29,37.38,121.56,0,0,0,20:04:59,1.54319E+12
45,942.18,436.49,45.82,212.81,0,0,0,20:04:59,1.54319E+12
46,864.2,451.8,42.42,205.6,0,0,0,20:04:59,1.54319E+12
47,728.97,450.18,32.98,118.24,0,0,0,20:04:59,1.54319E+12
