"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-07","1.34",,,"59","44","  270","  270","8.9","21.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-08","0.45",,,"57","40","   80","  180","6.9","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-09","0.45",,,"62","39","  270","  280","8.1","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-10","1.12",,,"66","39","   30","   10","6.0","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-11","1.79",,,"73","43","  280","  280","6.9","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-12","0.22",,,"69","47","  270","  260","6.9","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-13","0.67",,,"65","44","  270","  270","6.9","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-14","0.00",,,"74","43","  270","  280","6.0","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-15","0.22",,,"80","44","   20","   30","4.9","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-16","1.57",,,"85","60","  280","  270","8.9","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-17","0.89",,,"82","58","  280","  280","6.9","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-18","0.67",,,"71","57","  280","  280","8.1","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-19","1.57",,,"57","47","  270","  280","10.1","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-20","1.34",,,"65","44","  270","  280","6.9","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-21","0.22",,,"61","46","   60","   80","6.9","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-22","0.89",,,"69","45","  280","  270","6.9","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-23","0.45",,,"75","48","  270","  260","6.0","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-24","0.22",,,"79","51","  280","  270","6.0","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-25","0.22",,,"82","47","  260","  240","6.0","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-26","0.22",,,"80","46","  270","  270","6.0","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-27","1.12",,,"85","49","  280","  280","8.1","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-28","0.67",,,"73","51","  170","  130","6.0","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-29","0.22",,,"76","44","  270","  270","6.0","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-30","0.67",,,"75","47","   40","   40","6.9","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2013-12-31","0.45",,,"72","44","  110","  240","6.0","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-01","0.00",,,"71","44","  270","  270","4.9","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-02","1.12",,,"81","52","  270","  280","6.0","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-03","0.22",,,"72","48","  270","  280","6.0","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-04","0.22",,,"69","50","  280",,"6.0",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-05","0.22",,,"77","45","  280","  280","6.0","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-06","0.67",,,"78","49","  270","  270","6.9","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-07","0.22",,,"69","48","  270","  270","6.0","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-08","0.67",,,"68","47","  270","  270","8.1","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-09","0.22",,,"63","51","  270","  270","8.9","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-10","0.22",,,"70","47","  270","  240","4.9","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-11","0.67",,,"73","48","  270","  280","8.1","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-12","1.12",,,"71","50","  100","  150","6.9","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-13","0.00",,,"80","46","  100","  280","4.9","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-14","0.00",,,"82","48","  100","  270","6.0","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-15","0.00",,,"85","48","  270","  280","6.9","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-16","0.00",,,"85","49",,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-17","0.89",,,"85","52","  270","  270","8.1","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-18","0.89",,,"84","52","  270","  270","6.9","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-19","0.00",,,"80","48","  270","  280","4.9","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-20","0.22",,,"81","47","  270","  270","6.0","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-21","0.22",,,"78","54","  270","  260","6.0","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-22","0.45",,,"77","54","  270","  260","6.9","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-23","0.00",,,"72","51","  170","  190","6.0","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-24","0.00",,,"73","55","  280","  270","6.0","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-25","1.12",,,"77","56","  280","  280","8.1","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-26","0.89",,,"69","52","  270","  270","8.1","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-27","0.89",,,"69","52","  270","  270","8.1","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-28","0.89",,,"70","49","  270","  260","6.0","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-29","0.22",,,"70","52","  120","  270","6.0","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-30","1.57",,,"63","57","   90","  270","6.0","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-01-31","2.91",,,"65","53","  350","  360","12.1","25.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-01","0.89",,,"66","50","   10","   20","8.1","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-02","2.01",,,"63","47","  100","  270","10.1","17.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-03","1.34",,,"63","46","  270","  270","12.1","19.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-04","0.22",,,"63","48","  270","  270","6.9","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-05","1.57",,,"64","48","  270","  270","8.9","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-06","2.24",,,"60","52","  270","  280","8.1","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-07","0.89",,,"63","50","  270","  280","6.9","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-08","1.12",,,"66","52","  270","  270","8.9","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-09","0.67",,,"67","54","  270","  270","8.9","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-10","1.57",,,"73","53","  260","  330","8.9","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-11","0.00",,,"75","54","  280","  270","8.1","11.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-12","1.12",,,"80","51","  280","  270","8.9","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-13","1.12",,,"80","52","  280","  270","8.1","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-14","0.00",,,"79","50","  270","  270","6.0","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-15","0.67",,,"78","51","  270","  270","8.1","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-16","0.45",,,"75","54","  260","  280","6.0","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-17","0.89",,,"71","50","  280","  270","8.1","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-18","0.89",,,"68","56","  280","  270","8.9","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-19","2.01",,,"66","54","  270","  270","12.1","19.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-20","1.12",,,"82","51","  280","  150","8.1","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-21","1.12",,,"79","55","  280","  270","8.1","11.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-22","0.22",,,"76","51","  270","  270","6.9","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-23","1.12",,,"73","49","  280","  270","6.9","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-24","1.12",,,"73","52","  280","  280","8.1","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-25","2.24",,,"71","56","  270","  270","10.1","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-26","2.24",,,"67","57","  110","  270","8.1","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-27","2.91",,,"71","56","  100","   90","10.1","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-02-28","4.92",,,"62","56","  140","  140","13.0","21.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-01","4.92",,,"61","54","  100","  110","12.1","17.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-02","1.57",,,"62","54","   90","   90","6.9","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-03","1.79",,,"68","51","  270","  270","8.9","18.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-04","1.57",,,"69","54","  270","  280","8.1","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-05","1.12",,,"72","54","  270","  260","8.9","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-06","2.68",,,"72","57","  270","  270","8.1","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-07","1.57",,,"71","56","  280","  280","10.1","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-08","1.34",,,"81","51","  270","  270","8.9","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-09","2.46",,,"84","58","  280","  270","13.0","19.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-10","1.34",,,"80","56","  270","  270","12.1","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-11","0.67",,,"78","54","  260","  270","6.9","11.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-12","1.79",,,"80","54","  100","  100","10.1","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-13","1.57",,,"71","57","  270","  280","8.9","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-14","0.89",,,"71","52","  270","  270","8.1","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-15","0.67",,,"81","54","  270","  280","8.9","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-16","1.57",,,"90","56","  270","  270","8.9","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-17","2.91",,,"74","56","  280","  260","12.1","19.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-18","2.46",,,"75","58","  270","  280","10.1","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-19","0.89",,,"79","56","  280","  280","8.1","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-20","1.12",,,"73","55","  270","  280","10.1","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-21","1.34",,,"67","55","  280","  270","8.1","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-22","1.79",,,"68","56","  270","  260","8.9","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-23","1.57",,,"69","53","  270","  270","10.1","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-24","1.57",,,"66","58","  270","  270","8.1","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-25","1.12",,,"65","57","  270","  280","8.1","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-26","4.70",,,"66","55","  270","  270","15.0","27.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-27","2.01",,,"69","51","  270","  280","12.1","18.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-28","3.13",,,"71","56","  280","  270","12.1","18.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-29","1.79",,,"76","53","  270","  280","10.1","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-30","2.68",,,"72","56","  270","  280","13.0","23.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-31","3.36",,,"68","54","  280","  280","13.0","19.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-01","3.80",,,"63","50","  270","  270","14.1","23.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-02","2.24",,,"62","49","  270","  260","15.0","25.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-03","2.91",,,"68","49","  280","  280","10.1","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-04","2.46",,,"65","53","  280","  280","12.1","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-05","3.80",,,"67","54","  280","  280","12.1","18.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-06","1.34",,,"78","52","  270","  270","12.1","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-07","2.01",,,"85","55","  270","  280","8.9","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-08","1.79",,,"88","58","  280","  270","8.9","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-09","0.89",,,"89","57","  270","  280","8.9","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-10","0.67",,,"81","50","  270","  280","6.9","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-11","2.01",,,"79","55","  270","  270","8.9","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-12","1.79",,,"67","57","  280","  260","8.9","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-13","1.79",,,"67","56","  270","  280","8.1","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-14","1.79",,,"77","53","  270","  280","8.1","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-15","1.79",,,"72","55","  280","  270","8.9","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-16","2.46",,,"73","57","  270","  270","8.9","18.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-17","2.01",,,"71","59","  280","  270","8.9","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-18","2.68",,,"73","61","  270","  280","10.1","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-19","1.79",,,"72","57","  270","  270","10.1","17.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-20","1.12",,,"75","59","  280","  260","8.9","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-21","1.57",,,"76","57","  270","  270","8.9","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-22","2.46",,,"69","58","  280","  270","13.0","17.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-23","2.46",,,"71","56","  280","  280","10.1","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-24","1.79",,,"79","55","  270","  270","8.9","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-25","4.03",,,"71","54","  270","  280","10.1","19.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-26","3.36",,,"68","50","  270","  270","12.1","19.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-27","3.80",,,"71","55","  270","  280","8.9","17.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-28","2.46",,,"77","57","  270","  280","8.9","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-29","1.34",,,"92","59","  280","  270","10.1","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-30","1.34",,,"91","62","  270","  280","10.1","17.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-01","1.34",,,"92","63","  270","  280","13.0","18.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-02","1.34",,,"96","62","  280","  270","10.1","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-03","1.34",,,"89","63","  280","  270","8.9","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-04","1.79",,,"81","59","  260","  260","8.1","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-05","3.58",,,"72","57","  280","  260","13.0","17.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-06","4.47",,,"68","56","  260","  270","13.0","23.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-07","3.58",,,"68","57","  270","  280","12.1","18.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-08","2.24",,,"71","57","  280","  270","12.1","17.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-09","1.34",,,"72","56","  270","  270","8.9","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-10","2.24",,,"72","58","  270","  270","12.1","19.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-11","3.58",,,"86","58","   10","   20","17.0","27.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-12","1.79",,,"90","59","  270","  270","14.1","21.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-13","2.46",,,"94","65","  270","  280","10.1","18.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-14","2.01",,,"99","63","  270","  280","8.9","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-15","2.01",,,"102","71","  270","  280","12.1","18.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-16","1.57",,,"95","68","  270","  280","8.9","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-17","1.12",,,"85","63","  270",,"6.9",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-18","2.01",,,"75","63","  270","  270","8.9","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-19","2.01",,,"74","61","  270","  260","10.1","19.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-20","2.46",,,"70","57","  270","  270","13.0","23.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-21","2.68",,,"71","59","  270","  270","8.1","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-22","1.79",,,"71","57","  260","  290","6.9","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-23","2.01",,,"70","61","  280","  260","10.1","17.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-24","1.12",,,"69","61","  270","  270","6.9","11.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-25","1.34",,,"75","62","  280","  270","8.9","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-26","2.24",,,"79","61","  280","  270","8.9","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-27","1.79",,,"80","62","  270","  270","10.1","17.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-28","1.79",,,"79","65","  270","  270","8.1","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-29","2.01",,,"78","63","  270","  270","8.9","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-30","1.12",,,"78","60","  270","  280","10.1","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-31","1.57",,,"80","61","  270","  280","10.1","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-06-01","1.12",,,"80","61","  270","  280","8.9","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-06-02","1.79",,,"75","60","  270","  270","8.9","15.0"
