Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace (min/mi),Avg Speed (mi/h),Max Speed (mi/h),Avg Heart Rate,Steps,Notes,Source,Link
"Feb. 16, 2015","Feb. 16, 2015",Bike Ride,1423,22.2256,5848,4.38528,2.32338,13.6821,25.8244,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/878035855
"Feb. 13, 2015","Feb. 13, 2015",Bike Ride,1122,17.7782,4801,4.50077,2.2194,13.3311,27.0343,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/875118745
"Feb. 12, 2015","Feb. 12, 2015",Bike Ride,360,6.4723,2086,5.37178,1.33909,11.1695,44.8065,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/874246261
"Feb. 12, 2015","Feb. 12, 2015",Bike Ride,352,6.13578,1890,5.13513,2.80155,11.6842,21.4167,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/873817369
"Feb. 10, 2015","Feb. 10, 2015",Bike Ride,394,6.2331,1673,4.47414,2.43567,13.4104,24.6339,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/872136059
"Feb. 10, 2015","Feb. 10, 2015",Bike Ride,285,6.27447,2168,5.75809,2.88553,10.4201,20.7934,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/871905865
"Feb. 9, 2015","Feb. 9, 2015",Bike Ride,349,6.20017,1965,5.28081,2.80103,11.3619,21.4207,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/870958453
"Feb. 9, 2015","Feb. 9, 2015",Bike Ride,376,6.26954,1825,4.85189,2.77539,12.3663,21.6186,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/870443111
"Feb. 6, 2015","Feb. 6, 2015",Bike Ride,378,6.20779,1775,4.76623,2.53599,12.5886,23.6594,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/867580137
"Feb. 6, 2015","Feb. 6, 2015",Bike Ride,316,6.29669,2102,5.56469,2.86659,10.7823,20.9308,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/867178713
"Feb. 4, 2015","Feb. 4, 2015",Bike Ride,326,6.22819,2069,5.53645,2.66458,10.8373,22.5176,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/865721711
"Feb. 4, 2015","Feb. 4, 2015",Bike Ride,261,6.25478,2331,6.21125,2.75759,9.6599,21.7581,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/865221733
"Feb. 2, 2015","Feb. 2, 2015",Bike Ride,372,6.27822,1861,4.94106,2.34024,12.1431,25.6384,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/863597221
"Feb. 2, 2015","Feb. 2, 2015",Bike Ride,377,6.30553,1849,4.88726,2.25434,12.2768,26.6154,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/863097011
"Jan. 29, 2015","Jan. 29, 2015",Bike Ride,355,6.14448,1890,5.12578,2.56442,11.7055,23.3971,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/859747443
"Jan. 29, 2015","Jan. 29, 2015",Bike Ride,381,6.26062,1781,4.74208,2.77732,12.6527,21.6036,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/859289043
"Jan. 28, 2015","Jan. 28, 2015",Bike Ride,383,6.17465,1682,4.54054,2.63542,13.2143,22.7668,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/858724001
"Jan. 28, 2015","Jan. 28, 2015",Bike Ride,344,6.03564,1875,5.1765,2.71736,11.5908,22.0802,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/858199967
"Jan. 27, 2015","Jan. 27, 2015",Bike Ride,91,1.90214,709,6.2081,2.83554,9.6648,21.16,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/857215803
"Jan. 27, 2015","Jan. 27, 2015",Bike Ride,90,1.90196,647,5.66622,3.09552,10.5891,19.3828,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/857128599
"Jan. 26, 2015","Jan. 26, 2015",Bike Ride,383,6.29001,1795,4.7567,2.80083,12.6138,21.4222,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/856256339
"Jan. 26, 2015","Jan. 26, 2015",Bike Ride,303,6.30558,2107,5.56856,2.84486,10.7748,21.0907,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/855924639
"Jan. 20, 2015","Jan. 20, 2015",Bike Ride,368,6.23156,1852,4.95349,2.79751,12.1127,21.4476,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/850015593
"Jan. 20, 2015","Jan. 20, 2015",Bike Ride,309,6.25754,2079,5.53856,2.68459,10.8331,22.3498,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/849567991
"Jan. 15, 2015","Jan. 15, 2015",Bike Ride,343,6.20491,2019,5.4228,2.93283,11.0644,20.4581,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/844370929
"Jan. 15, 2015","Jan. 15, 2015",Bike Ride,345,6.20179,1988,5.34286,2.6635,11.2299,22.5268,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/843934199
"Jan. 13, 2015","Jan. 13, 2015",Bike Ride,372,6.24015,1835,4.89987,2.92639,12.2452,20.5031,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/842381909
"Jan. 13, 2015","Jan. 13, 2015",Bike Ride,350,6.33651,2046,5.38047,2.91478,11.1514,20.5848,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/841900147
"Jan. 9, 2015","Jan. 9, 2015",Bike Ride,344,6.16587,1981,5.35517,2.88656,11.2041,20.786,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/838336781
"Jan. 9, 2015","Jan. 9, 2015",Bike Ride,359,6.24117,1925,5.13972,2.58156,11.6738,23.2418,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/838011125
"Jan. 8, 2015","Jan. 8, 2015",Bike Ride,353,6.14348,1902,5.16054,2.21329,11.6267,27.109,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/837553201
"Jan. 8, 2015","Jan. 8, 2015",Bike Ride,339,6.26259,2041,5.43251,2.97453,11.0446,20.1712,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/837123891
"Jan. 7, 2015","Jan. 7, 2015",Bike Ride,333,6.18502,2037,5.49017,2.89195,10.9286,20.7472,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/836623855
"Jan. 7, 2015","Jan. 7, 2015",Bike Ride,281,6.25982,2167,5.76876,3.4564,10.4008,17.3591,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/836178135
"Dec. 26, 2014","Dec. 26, 2014",Bike Ride,717,11.4907,3147,4.5651,2.07762,13.1432,28.8792,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/825822313
"Dec. 10, 2014","Dec. 10, 2014",Bike Ride,281,6.24469,2179,5.81516,2.65604,10.3179,22.59,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/815583823
"Dec. 10, 2014","Dec. 10, 2014",Bike Ride,310,6.08282,2026,5.55145,2.98074,10.808,20.1293,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/815278139
"Dec. 8, 2014","Dec. 8, 2014",Bike Ride,361,6.22907,1908,5.10412,2.86738,11.7552,20.925,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/814126531
"Dec. 8, 2014","Dec. 8, 2014",Bike Ride,351,6.26165,1983,5.27742,2.79964,11.3692,21.4313,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/813786931
"Nov. 25, 2014","Nov. 25, 2014",Bike Ride,359,6.60602,2168,5.46941,2.74917,10.9701,21.8247,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/804222727
"Nov. 25, 2014","Nov. 25, 2014",Bike Ride,341,6.29925,2071,5.47821,3.01803,10.9525,19.8805,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/803872343
"Nov. 24, 2014","Nov. 24, 2014",Bike Ride,452,6.86671,1714,4.15969,0.45305,14.4242,132.436,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/803445563
"Nov. 24, 2014","Nov. 24, 2014",Bike Ride,261,6.33346,2314,6.09047,3.10605,9.85146,19.3172,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/803149855
"Nov. 18, 2014","Nov. 18, 2014",Bike Ride,297,6.07097,2055,5.64245,2.74853,10.6337,21.8299,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/798938111
"Nov. 18, 2014","Nov. 18, 2014",Bike Ride,362,6.24693,1905,5.08123,2.95719,11.8082,20.2895,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/798596321
"Nov. 17, 2014","Nov. 17, 2014",Bike Ride,354,6.24332,1957,5.22324,2.51738,11.4871,23.8343,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/798133745
"Nov. 17, 2014","Nov. 17, 2014",Bike Ride,355,6.25838,1963,5.22749,2.96878,11.4778,20.2103,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/797805537
"Nov. 14, 2014","Nov. 14, 2014",Bike Ride,347,6.23944,2010,5.36887,2.10701,11.1755,28.4764,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/795717643
"Nov. 14, 2014","Nov. 14, 2014",Bike Ride,345,6.25264,2030,5.41204,2.6905,11.0864,22.3007,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/795547279
"Nov. 13, 2014","Nov. 13, 2014",Bike Ride,360,6.27113,1945,5.16918,2.61047,11.6073,22.9844,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/794310465
"Nov. 13, 2014","Nov. 13, 2014",Bike Ride,280,5.83359,1973,5.63673,2.33646,10.6445,25.6799,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/793957823
"Nov. 11, 2014","Nov. 11, 2014",Bike Ride,356,6.14311,1875,5.08777,2.84705,11.793,21.0745,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/792711197
"Nov. 11, 2014","Nov. 11, 2014",Bike Ride,355,6.37479,2052,5.36359,2.91581,11.1865,20.5775,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/792249289
"Nov. 10, 2014","Nov. 10, 2014",Bike Ride,358,6.22199,1916,5.13298,2.35607,11.6891,25.4662,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/791719663
"Nov. 10, 2014","Nov. 10, 2014",Bike Ride,353,6.35272,2025,5.3119,2.73972,11.2954,21.9,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/791266553
"Nov. 5, 2014","Nov. 5, 2014",Bike Ride,356,6.16994,1889,5.10204,2.80571,11.76,21.385,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/787257841
"Nov. 5, 2014","Nov. 5, 2014",Bike Ride,287,6.2737,2158,5.73222,2.44998,10.4671,24.49,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/786820811
"Nov. 4, 2014","Nov. 4, 2014",Bike Ride,374,6.22047,1805,4.83533,2.70089,12.4087,22.2149,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/786251107
"Nov. 4, 2014","Nov. 4, 2014",Bike Ride,330,6.23077,2039,5.4547,2.50874,10.9997,23.9164,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/785801255
"Nov. 3, 2014","Nov. 3, 2014",Bike Ride,392,6.2315,1686,4.50856,2.60818,13.308,23.0045,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/785218183
"Nov. 3, 2014","Nov. 3, 2014",Bike Ride,288,6.33567,2196,5.77775,2.56449,10.3847,23.3965,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/784670991
"Oct. 29, 2014","Oct. 29, 2014",Bike Ride,355,6.10728,1868,5.09774,0,11.7699,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/780740815
"Oct. 29, 2014","Oct. 29, 2014",Bike Ride,256,6.2726,2279,6.05544,0,9.90845,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/780274471
"Oct. 27, 2014","Oct. 27, 2014",Bike Ride,357,6.20488,1928,5.17872,0,11.5859,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/778635227
"Oct. 27, 2014","Oct. 27, 2014",Bike Ride,361,6.23008,1915,5.12299,0,11.7119,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/778056905
"Oct. 23, 2014","Oct. 23, 2014",Bike Ride,371,6.26648,1871,4.97621,0,12.0574,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/774629299
"Oct. 23, 2014","Oct. 23, 2014",Bike Ride,255,6.31979,2275,5.99968,0,10.0005,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/774232699
"Oct. 22, 2014","Oct. 22, 2014",Bike Ride,365,6.24316,1895,5.05887,0,11.8603,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/773719497
"Oct. 22, 2014","Oct. 22, 2014",Bike Ride,348,6.31934,2068,5.45416,0,11.0008,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/773279301
"Oct. 21, 2014","Oct. 21, 2014",Bike Ride,364,6.10329,1798,4.90992,0,12.2202,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/772775375
"Oct. 21, 2014","Oct. 21, 2014",Bike Ride,367,6.27787,1906,5.0601,0,11.8575,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/772255127
"Oct. 21, 2014","Oct. 17, 2014",Bike Ride,386,6.30332,1784,4.71709,0,12.7197,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/772220385
"Oct. 17, 2014","Oct. 17, 2014",Bike Ride,359,6.3167,1991,5.25327,0,11.4214,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/768444479
"Oct. 15, 2014","Oct. 15, 2014",Bike Ride,385,6.37584,1851,4.83858,0,12.4003,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/766857593
"Oct. 15, 2014","Oct. 15, 2014",Bike Ride,378,6.3175,1857,4.89909,0,12.2472,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/766398385
"Oct. 13, 2014","Oct. 13, 2014",Bike Ride,381,6.20594,1751,4.70248,0,12.7592,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/764759451
"Oct. 13, 2014","Oct. 13, 2014",Bike Ride,353,6.33874,2051,5.39276,0,11.126,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/764301547
"Oct. 11, 2014","Oct. 11, 2014",Bike Ride,2679,40.2922,9919,4.10295,0,14.6236,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/762603767
"Oct. 8, 2014","Oct. 8, 2014",Bike Ride,381,6.29049,1812,4.8009,0,12.4977,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/759894707
"Oct. 8, 2014","Oct. 8, 2014",Bike Ride,148,2.5243,760,5.01789,0,11.9572,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/759383965
"Oct. 6, 2014","Oct. 6, 2014",Bike Ride,388,6.22297,1719,4.60391,0,13.0324,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/757589501
"Oct. 6, 2014","Oct. 6, 2014",Bike Ride,351,6.29548,2030,5.37423,0,11.1644,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/757040921
"Sept. 24, 2014","Sept. 24, 2014",Bike Ride,344,6.20233,2014,5.41195,0,11.0866,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/744520499
"Sept. 24, 2014","Sept. 24, 2014",Bike Ride,353,6.28959,2013,5.33421,0,11.2481,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/743968449
"Sept. 22, 2014","Sept. 22, 2014",Bike Ride,326,6.24512,2085,5.56435,0,10.7829,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/742008247
"Sept. 22, 2014","Sept. 22, 2014",Bike Ride,357,6.26258,1966,5.23213,0,11.4676,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/741393259
"Sept. 21, 2014","Sept. 21, 2014",Bike Ride,82,1.39665,424,5.05971,0,11.8584,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/740780337
"Sept. 21, 2014","Sept. 21, 2014",Bike Ride,79,1.40819,455,5.38516,0,11.1417,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/740707779
"Sept. 20, 2014","Sept. 20, 2014",Bike Ride,197,3.12038,841,4.49198,0,13.3571,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/739526945
"Sept. 20, 2014","Sept. 20, 2014",Bike Ride,183,3.09068,923,4.97733,0,12.0547,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/739340269
"Sept. 18, 2014","Sept. 18, 2014",Bike Ride,249,5.83074,2070,5.91692,0,10.1404,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/737225765
"Sept. 18, 2014","Sept. 18, 2014",Bike Ride,349,6.28336,2038,5.40581,0,11.0992,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/736880101
"Sept. 3, 2014","Sept. 3, 2014",Bike Ride,351,6.04232,1849,5.10014,0,11.7644,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/718004537
"Sept. 3, 2014","Sept. 3, 2014",Bike Ride,254,6.219,2235,5.98971,0,10.0172,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/717378873
"Sept. 2, 2014","Sept. 2, 2014",Bike Ride,357,6.16319,1892,5.1164,0,11.727,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/716533263
"Sept. 2, 2014","Sept. 2, 2014",Bike Ride,281,6.06593,2105,5.78367,0,10.374,0,0,0,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/715927807
"Aug. 27, 2014","Aug. 27, 2014",Bike Ride,356,6.20325,1928,5.18008,0,11.5828,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/708377661
"Aug. 27, 2014","Aug. 27, 2014",Bike Ride,342,6.27586,2064,5.48132,0,10.9463,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/707867303
"Aug. 26, 2014","Aug. 26, 2014",Bike Ride,356,6.18967,1920,5.16991,0,11.6056,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/706941733
"Aug. 26, 2014","Aug. 26, 2014",Bike Ride,349,6.2803,2034,5.39783,0,11.1156,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/706254671
"Aug. 18, 2014","Aug. 18, 2014",Bike Ride,272,6.15913,2168,5.86662,0,10.2273,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/695827003
"Aug. 18, 2014","Aug. 18, 2014",Bike Ride,258,6.35076,2301,6.03865,0,9.936,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/695192537
"Aug. 17, 2014","Aug. 17, 2014",Bike Ride,1467,23.1054,6182,4.45928,0,13.4551,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/694461067
"Aug. 13, 2014","Aug. 13, 2014",Bike Ride,361,6.25666,1935,5.15451,0,11.6403,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/688527011
"Aug. 11, 2014","Aug. 11, 2014",Bike Ride,379,6.20183,1766,4.74591,0,12.6425,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/686267213
"Aug. 11, 2014","Aug. 11, 2014",Bike Ride,350,6.27877,2029,5.38587,0,11.1403,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/685630375
"Aug. 9, 2014","Aug. 9, 2014",Bike Ride,1525,22.6423,5438,4.00283,0,14.9894,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/683488905
"Aug. 6, 2014","Aug. 6, 2014",Bike Ride,336,6.19227,2038,5.48534,0,10.9383,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/679561183
"Aug. 6, 2014","Aug. 6, 2014",Bike Ride,368,6.25552,1884,5.01957,0,11.9532,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/678858879
"Aug. 5, 2014","Aug. 5, 2014",Bike Ride,366,6.2804,1912,5.07398,0,11.825,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/677925075
"Aug. 5, 2014","Aug. 5, 2014",Bike Ride,374,6.29164,1864,4.93777,0,12.1512,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/677274893
"Aug. 4, 2014","Aug. 4, 2014",Bike Ride,373,6.19942,1808,4.86067,0,12.344,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/676376821
"Aug. 4, 2014","Aug. 4, 2014",Bike Ride,340,6.22624,2046,5.47682,0,10.9553,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/675682739
"July 30, 2014","July 30, 2014",Bike Ride,366,6.21028,1864,5.00246,0,11.9941,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/669583729
"July 30, 2014","July 30, 2014",Bike Ride,298,6.24516,2148,5.73244,0,10.4667,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/669013717
"July 28, 2014","July 28, 2014",Bike Ride,361,6.16779,1869,5.05043,0,11.8802,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/666306471
"July 28, 2014","July 28, 2014",Bike Ride,389,6.25379,1734,4.6212,0,12.9836,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/665736317
"July 25, 2014","July 25, 2014",Bike Ride,367,6.20742,1853,4.97523,0,12.0597,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/662398797
"July 25, 2014","July 25, 2014",Bike Ride,356,6.31277,2009,5.30406,0,11.3121,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/661929949
"July 8, 2014","July 8, 2014",Bike Ride,371,6.24186,1850,4.93977,0,12.1463,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/639064159
"July 8, 2014","July 8, 2014",Bike Ride,344,6.08987,1932,5.28747,0,11.3476,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/638429135
"July 7, 2014","July 7, 2014",Bike Ride,321,6.19077,2072,5.5782,0,10.7562,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/637539947
"July 7, 2014","July 7, 2014",Bike Ride,320,6.15148,2056,5.57048,0,10.7711,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/636912503
"July 2, 2014","July 2, 2014",Bike Ride,348,6.21943,2001,5.36223,0,11.1894,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/631274463
"July 2, 2014","July 2, 2014",Bike Ride,384,6.28386,1788,4.74231,0,12.6521,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/630748915
"June 30, 2014","June 30, 2014",Bike Ride,367,6.14859,1815,4.91983,0,12.1955,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/628399469
"June 30, 2014","June 30, 2014",Bike Ride,342,6.07769,1940,5.32,0,11.2782,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/627883851
"June 25, 2014","June 25, 2014",Bike Ride,351,6.18391,1951,5.25827,0,11.4106,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/622254281
"June 25, 2014","June 25, 2014",Bike Ride,383,6.26005,1776,4.7284,0,12.6893,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/621696383
"June 30, 2014","June 23, 2014",Bike Ride,347,6.28946,2058,5.45357,0,11.002,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/627883757
"June 23, 2014","June 23, 2014",Bike Ride,385,6.2567,1764,4.69896,0,12.7688,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/619355753
"June 20, 2014","June 20, 2014",Bike Ride,381,6.25478,1787,4.7617,0,12.6006,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/615558833
"June 20, 2014","June 20, 2014",Bike Ride,351,6.13383,1914,5.20067,0,11.537,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/615138911
"June 19, 2014","June 19, 2014",Bike Ride,357,6.20812,1929,5.17871,0,11.5859,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/614376505
"June 19, 2014","June 19, 2014",Bike Ride,386,6.2157,1724,4.6227,0,12.9794,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/613924247
"June 17, 2014","June 17, 2014",Bike Ride,261,6.15824,2332,6.31133,0,9.50671,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/611822109
"June 17, 2014","June 17, 2014",Bike Ride,351,6.23748,1984,5.30128,0,11.318,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/611319481
"June 16, 2014","June 16, 2014",Bike Ride,360,6.17003,1873,5.0594,0,11.8591,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/610392669
"June 16, 2014","June 16, 2014",Bike Ride,346,6.26212,2036,5.41882,0,11.0725,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/609831199
"June 30, 2014","June 12, 2014",Bike Ride,358,6.11186,1839,5.01484,0,11.9645,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/627883555
"June 12, 2014","June 12, 2014",Bike Ride,366,6.2182,1864,4.99609,0,12.0094,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/605878023
"June 11, 2014","June 11, 2014",Bike Ride,356,6.20614,1923,5.16424,0,11.6184,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/604535123
"June 11, 2014","June 11, 2014",Bike Ride,354,6.28658,1996,5.29169,0,11.3385,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/604112717
"June 9, 2014","June 9, 2014",Bike Ride,355,6.1688,1905,5.14687,0,11.6576,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/601951253
"June 9, 2014","June 9, 2014",Bike Ride,370,6.26138,1863,4.95897,0,12.0993,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/601356549
"June 5, 2014","June 5, 2014",Bike Ride,352,6.26195,1993,5.30452,0,11.3111,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/597141981
"June 5, 2014","June 5, 2014",Bike Ride,375,6.23941,1810,4.83486,0,12.4099,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/596610641
