Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace (min/mi),Avg Speed (mi/h),Max Speed (mi/h),Avg Heart Rate,Steps,Notes,Source,Link
"July 19, 2018","July 19, 2018",Bike Ride,364,6.19591,1902,5.11628,1.25221,11.7273,47.9153,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/3027838879
"July 19, 2018","July 19, 2018",Bike Ride,291,6.33646,2211,5.81555,1.25051,10.3172,47.9804,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/3027512605
"July 17, 2018","July 17, 2018",Bike Ride,331,6.16136,2044,5.52908,0.804743,10.8517,74.558,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/3023782891
"July 17, 2018","July 17, 2018",Bike Ride,362,6.26448,1963,5.22257,1.3896,11.4886,43.1778,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/3022904659
"July 16, 2018","July 16, 2018",Bike Ride,353,6.15162,1946,5.27232,1.30484,11.3802,45.9827,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/3021451387
"July 16, 2018","July 16, 2018",Bike Ride,327,6.31362,2123,5.60429,0.904189,10.7061,66.3578,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/3020512009
"July 14, 2018","July 14, 2018",Bike Ride,1824,28.8442,7939,4.58729,0.352647,13.0796,170.142,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/3017173384
"July 5, 2018","July 5, 2018",Bike Ride,371,6.04021,1739,4.7984,0.670444,12.5042,89.4929,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2997962578
"July 5, 2018","July 5, 2018",Bike Ride,323,6.27887,2116,5.61672,1.01665,10.6824,59.0171,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2997288994
"July 5, 2018","July 3, 2018",Bike Ride,351,6.2628,2039,5.42622,1.09795,11.0574,54.6473,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2997288910
"July 3, 2018","July 3, 2018",Bike Ride,337,6.42956,2153,5.58099,1.07827,10.7508,55.6446,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2993063053
"July 3, 2018","July 3, 2018",Bike Ride,272,3.92267,2395,10.1759,1.10716,5.89628,54.1928,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2992094989
"July 2, 2018","July 2, 2018",Bike Ride,209,3.6541,1160,5.29086,1.08861,11.3403,55.116,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2991899386
"July 2, 2018","July 2, 2018",Bike Ride,364,6.26976,1955,5.19691,1.15207,11.5453,52.0803,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2991709549
"July 2, 2018","July 2, 2018",Bike Ride,325,6.2468,2096,5.5922,1.3751,10.7292,43.6332,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2990807086
"June 27, 2018","June 27, 2018",Bike Ride,329,6.13309,2039,5.54099,1.11496,10.8284,53.8137,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2981888506
"June 26, 2018","June 26, 2018",Bike Ride,381,6.18447,1778,4.79157,1.25697,12.522,47.7337,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2979626026
"June 26, 2018","June 26, 2018",Bike Ride,267,6.43309,2351,6.0909,0.798279,9.85076,75.1617,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2978770492
"June 8, 2018","June 8, 2018",Bike Ride,353,6.07105,1885,5.17483,0.605298,11.5946,99.1247,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2940922996
"June 8, 2018","June 8, 2018",Bike Ride,343,6.29776,2079,5.50196,1.0004,10.9052,59.976,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2940412222
"June 7, 2018","June 7, 2018",Bike Ride,362,6.19039,1904,5.12623,0.902196,11.7045,66.5044,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2938964443
"June 7, 2018","June 7, 2018",Bike Ride,266,6.48772,2344,6.02163,0.519557,9.96408,115.483,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2938190329
"June 4, 2018","June 4, 2018",Bike Ride,378,6.17226,1778,4.80105,1.27841,12.4973,46.9332,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2931491038
"June 4, 2018","June 4, 2018",Bike Ride,377,6.45925,1995,5.14765,1.0108,11.6558,59.3592,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2930800159
"May 31, 2018","May 31, 2018",Bike Ride,298,6.20722,2138,5.74062,0.522257,10.4518,114.886,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2922851419
"May 31, 2018","May 31, 2018",Bike Ride,264,6.34282,2268,5.95949,0.726634,10.068,82.5725,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2922430204
"May 29, 2018","May 29, 2018",Bike Ride,396,6.22234,1684,4.51063,2.56351,13.3019,23.4054,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2918833177
"May 29, 2018","May 29, 2018",Bike Ride,368,6.32107,1959,5.16526,2.89828,11.6161,20.702,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2917886419
"May 12, 2018","May 12, 2018",Bike Ride,98,1.99341,867,7.24889,2.66553,8.27713,22.5096,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2882060443
"May 11, 2018","May 11, 2018",Bike Ride,362,6.1522,1873,5.07406,2.66303,11.8248,22.5307,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2880083269
"May 11, 2018","May 11, 2018",Bike Ride,333,6.30459,2103,5.55944,2.9029,10.7924,20.669,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2879549287
"May 8, 2018","May 8, 2018",Bike Ride,358,6.25014,1972,5.25855,2.82947,11.41,21.2054,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2873442250
"May 8, 2018","May 8, 2018",Bike Ride,371,6.29363,1914,5.06862,2.55053,11.8375,23.5245,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2872336555
"May 5, 2018","May 5, 2018",Bike Ride,210,3.52659,1060,5.00956,2.59328,11.9771,23.1367,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2864313643
"May 4, 2018","May 4, 2018",Bike Ride,212,3.51396,1037,4.91848,2.61969,12.1989,22.9035,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2864136823
"May 4, 2018","May 4, 2018",Bike Ride,383,6.24349,1794,4.78898,2.59527,12.5288,23.1189,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2864085043
"May 4, 2018","May 4, 2018",Bike Ride,342,6.35126,2103,5.51859,2.40709,10.8723,24.9264,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2863378207
"April 30, 2018","April 30, 2018",Bike Ride,370,6.20878,1864,5.00366,2.58519,11.9912,23.2091,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2854699423
"April 30, 2018","April 30, 2018",Bike Ride,157,2.64861,802,5.04667,1.28785,11.889,46.5891,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2853552487
"April 26, 2018","April 26, 2018",Bike Ride,349,6.08238,1915,5.24739,1.24515,11.4342,48.187,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2846801839
"April 23, 2018","April 23, 2018",Bike Ride,335,6.23945,2071,5.53201,2.79576,10.846,21.4611,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2840033971
"April 23, 2018","April 23, 2018",Bike Ride,320,6.37549,2163,5.65447,2.53867,10.6111,23.6344,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2838641611
"April 19, 2018","April 19, 2018",Bike Ride,373,6.3433,1939,5.09462,2.4954,11.7771,24.0442,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2831333584
"April 19, 2018","April 19, 2018",Bike Ride,368,6.32353,1957,5.15798,2.43621,11.6325,24.6284,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2830706167
"April 16, 2018","April 16, 2018",Bike Ride,311,6.21478,2112,5.66391,2.43817,10.5934,24.6086,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2825028619
"April 16, 2018","April 16, 2018",Bike Ride,297,6.33105,2195,5.7784,2.52443,10.3835,23.7678,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2823991195
"April 12, 2018","April 12, 2018",Bike Ride,356,6.21436,1967,5.27542,2.14362,11.3735,27.99,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2817804553
"April 12, 2018","April 12, 2018",Bike Ride,62,1.27647,549,7.16822,2.27598,8.37028,26.3623,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2816795644
"April 11, 2018","April 11, 2018",Bike Ride,447,10.6209,3793,5.9521,1.8499,10.0805,32.4341,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2815730254
"April 11, 2018","April 11, 2018",Bike Ride,360,6.32679,2013,5.30285,2.75109,11.3147,21.8095,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2814778972
"April 10, 2018","April 10, 2018",Bike Ride,382,6.21294,1775,4.76157,2.81268,12.6009,21.332,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2813417125
"April 10, 2018","April 10, 2018",Bike Ride,141,2.20392,594,4.492,2.76865,13.3571,21.6712,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2812785685
"April 9, 2018","April 9, 2018",Bike Ride,350,6.24566,2026,5.40642,2.4024,11.0979,24.975,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2811343708
"April 9, 2018","April 9, 2018",Bike Ride,363,6.22245,1922,5.14803,2.32587,11.655,25.7968,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2810241058
"April 6, 2018","April 6, 2018",Bike Ride,379,6.25333,1832,4.88273,2.33885,12.2882,25.6537,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2805934720
"April 6, 2018","April 6, 2018",Bike Ride,345,6.2913,2071,5.48641,2.30297,10.9361,26.0534,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2805287368
"April 3, 2018","April 3, 2018",Bike Ride,356,6.30417,2024,5.35095,2.60132,11.213,23.0652,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2800520146
"April 3, 2018","April 3, 2018",Bike Ride,392,6.34718,1805,4.73964,2.61381,12.6592,22.955,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2799475570
"April 2, 2018","April 2, 2018",Bike Ride,376,6.23195,1832,4.89949,2.43245,12.2462,24.6665,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2798440639
"April 2, 2018","April 2, 2018",Bike Ride,334,6.2916,2095,5.54972,2.84007,10.8113,21.1262,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2797407476
"March 30, 2018","March 30, 2018",Bike Ride,1704,26.1115,6779,4.32696,1.93636,13.8666,30.986,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2792750234
"March 19, 2018","March 19, 2018",Bike Ride,300,6.22273,2140,5.73168,3.01559,10.4681,19.8966,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2772489278
"March 19, 2018","March 19, 2018",Bike Ride,140,2.60866,866,5.53285,1.453,10.8443,41.2938,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2771534225
"March 14, 2018","March 14, 2018",Bike Ride,356,6.17107,1934,5.2233,1.21425,11.487,49.413,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2764049396
"March 14, 2018","March 14, 2018",Bike Ride,390,6.34472,1817,4.773,1.60781,12.5707,37.3178,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2763291161
"March 12, 2018","March 12, 2018",Bike Ride,339,6.20091,2044,5.49382,1.33392,10.9214,44.9803,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2760326278
"March 12, 2018","March 12, 2018",Bike Ride,364,6.31513,1978,5.22027,0.987127,11.4937,60.7824,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2759478289
"March 7, 2018","March 7, 2018",Bike Ride,376,6.15511,1781,4.82255,1.41327,12.4416,42.4547,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2751333463
"March 7, 2018","March 7, 2018",Bike Ride,288,6.3232,2211,5.82774,1.17532,10.2956,51.0498,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2750370241
"March 6, 2018","March 6, 2018",Bike Ride,355,6.15439,1924,5.21038,1.29317,11.5155,46.3978,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2748544486
"March 6, 2018","March 6, 2018",Bike Ride,92,5.41572,203,0.624724,0.867983,96.0424,69.1258,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2747975497
"March 5, 2018","March 5, 2018",Bike Ride,406,6.12479,1545,4.20423,2.41781,14.2714,24.8159,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2746845565
"March 5, 2018","March 5, 2018",Bike Ride,355,6.37093,2084,5.45185,2.14541,11.0054,27.9666,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2745717325
"March 4, 2018","March 4, 2018",Bike Ride,343,6.43225,2140,5.54497,1.69519,10.8206,35.3943,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2744510293
"March 4, 2018","March 4, 2018",Bike Ride,237,4.71902,1602,5.65796,1.04539,10.6045,57.3947,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2744263555
"Feb. 24, 2018","Feb. 24, 2018",Bike Ride,205,4.27382,1810,7.05848,1.15177,8.50041,52.0939,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2730444625
"Feb. 23, 2018","Feb. 23, 2018",Bike Ride,370,6.2976,1928,5.10247,1.51382,11.759,39.6349,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2729179027
"Feb. 23, 2018","Feb. 23, 2018",Bike Ride,359,6.23872,1959,5.23345,1.45029,11.4647,41.3711,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2728590835
"Feb. 22, 2018","Feb. 22, 2018",Bike Ride,351,6.24865,2024,5.3985,1.19753,11.1142,50.103,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2727658285
"Feb. 22, 2018","Feb. 22, 2018",Bike Ride,409,6.87035,2060,4.99732,1.11934,12.0064,53.6031,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2727009952
"Feb. 21, 2018","Feb. 21, 2018",Bike Ride,365,6.21143,1901,5.10081,1.41549,11.7628,42.3882,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2725910887
"Feb. 20, 2018","Feb. 20, 2018",Bike Ride,368,6.34972,1972,5.17608,1.25083,11.5918,47.9683,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2722915162
"Feb. 19, 2018","Feb. 19, 2018",Bike Ride,615,10.2822,3067,4.97139,1.64567,12.0691,36.4593,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2721469804
"Feb. 16, 2018","Feb. 16, 2018",Bike Ride,392,6.21386,1708,4.58115,1.43078,13.0971,41.9352,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2716457752
"Feb. 16, 2018","Feb. 16, 2018",Bike Ride,320,7.47716,2819,6.28358,1.54774,9.5487,38.7661,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2715873199
"Feb. 13, 2018","Feb. 13, 2018",Bike Ride,371,6.23427,1874,5.00994,1.56948,11.9762,38.2292,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2711311804
"Feb. 13, 2018","Feb. 13, 2018",Bike Ride,376,6.33611,1907,5.01622,1.53526,11.9612,39.0812,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2710496125
"Feb. 12, 2018","Feb. 12, 2018",Bike Ride,378,6.29386,1866,4.94132,1.16807,12.1425,51.3667,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2708565961
"Feb. 7, 2018","Feb. 7, 2018",Bike Ride,373,6.1607,1806,4.88581,1.55829,12.2805,38.5037,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2701171393
"Feb. 7, 2018","Feb. 7, 2018",Bike Ride,273,6.3284,2413,6.35495,1.89167,9.44146,31.718,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2700361018
"Feb. 6, 2018","Feb. 6, 2018",Bike Ride,365,6.19772,1885,5.06907,0.805259,11.8365,74.5102,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2699424082
"Feb. 6, 2018","Feb. 6, 2018",Bike Ride,365,6.32155,1979,5.21761,1.42191,11.4995,42.1968,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2698311217
"Feb. 5, 2018","Feb. 5, 2018",Bike Ride,386,6.15118,1702,4.61158,1.73183,13.0107,34.6455,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2697314305
"Feb. 5, 2018","Feb. 5, 2018",Bike Ride,343,6.15576,2010,5.44205,1.62887,11.0252,36.8354,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2696304403
"Feb. 5, 2018","Feb. 5, 2018",Bike Ride,343,6.15576,2010,5.44205,1.62887,11.0252,36.8354,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2696304400
"Feb. 1, 2018","Feb. 1, 2018",Bike Ride,375,6.21652,1830,4.90628,1.49077,12.2292,40.2477,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2690801647
"Feb. 1, 2018","Feb. 1, 2018",Bike Ride,320,6.12334,2051,5.58246,1.79891,10.7479,33.3535,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2689966420
"Jan. 31, 2018","Jan. 31, 2018",Bike Ride,382,6.18633,1760,4.74164,1.60562,12.6539,37.3689,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2688972040
"Jan. 31, 2018","Jan. 31, 2018",Bike Ride,361,6.26577,1964,5.22415,1.97645,11.4851,30.3574,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2688199741
"Jan. 29, 2018","Jan. 29, 2018",Bike Ride,357,6.14134,1904,5.16717,1.5052,11.6118,39.8617,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2685171259
"Jan. 29, 2018","Jan. 29, 2018",Bike Ride,366,6.43971,2054,5.31597,1.0222,11.2867,58.6968,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2684177458
"Jan. 25, 2018","Jan. 25, 2018",Bike Ride,315,6.16028,2079,5.62474,1.58311,10.6672,37.9,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2678006167
"Jan. 25, 2018","Jan. 25, 2018",Bike Ride,373,6.25392,1872,4.98887,1.23085,12.0268,48.7466,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2677498930
"Jan. 24, 2018","Jan. 24, 2018",Bike Ride,418,6.15181,1484,4.02049,2.34708,14.9235,25.5637,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2676365701
"Jan. 24, 2018","Jan. 24, 2018",Bike Ride,352,6.30862,2066,5.45814,0.869066,10.9928,69.0396,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2675566405
"Jan. 23, 2018","Jan. 23, 2018",Bike Ride,356,5.99626,1806,5.0198,1.50764,11.9527,39.7973,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2674520161
"Jan. 23, 2018","Jan. 23, 2018",Bike Ride,301,6.36674,2202,5.76433,1.70928,10.4088,35.1026,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2673770221
"Jan. 22, 2018","Jan. 22, 2018",Bike Ride,390,6.18622,1700,4.58007,1.61615,13.1002,37.1252,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2672642359
"Jan. 22, 2018","Jan. 22, 2018",Bike Ride,358,6.16827,1916,5.17703,1.37267,11.5896,43.7105,0,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2671577557
"Jan. 19, 2018","Jan. 19, 2018",Bike Ride,378,6.34129,1903,5.00161,1.69665,11.9961,35.3638,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2667283234
"Jan. 19, 2018","Jan. 19, 2018",Bike Ride,262,6.30698,2260,5.97222,1.91855,10.0465,31.2736,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2666617078
"Jan. 18, 2018","Jan. 18, 2018",Bike Ride,377,6.23983,1835,4.90131,2.20183,12.2416,27.25,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2665715392
"Jan. 18, 2018","Jan. 18, 2018",Bike Ride,265,6.27536,2337,6.20682,2.56378,9.66679,23.4029,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2665134364
"Jan. 16, 2018","Jan. 16, 2018",Bike Ride,356,6.13877,1910,5.18562,2.29667,11.5705,26.1247,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2662464391
"Jan. 16, 2018","Jan. 16, 2018",Bike Ride,323,6.14083,2052,5.56928,1.50874,10.7734,39.7682,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2661784915
"Jan. 15, 2018","Jan. 15, 2018",Bike Ride,1995,32.4933,9319,4.77996,2.04254,12.5524,29.3752,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2660615458
"Jan. 10, 2018","Jan. 10, 2018",Bike Ride,386,6.22086,1756,4.7046,1.88315,12.7535,31.8615,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2652713770
"Jan. 5, 2018","Jan. 5, 2018",Bike Ride,377,6.19682,1802,4.84658,2.163,12.3799,27.7392,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2644034950
"Jan. 5, 2018","Jan. 5, 2018",Bike Ride,367,6.33133,1973,5.19375,1.59682,11.5524,37.5748,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2643525286
"Jan. 4, 2018","Jan. 4, 2018",Bike Ride,379,6.21194,1801,4.83209,2.56442,12.417,23.3971,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2642680615
"Jan. 4, 2018","Jan. 4, 2018",Bike Ride,333,6.22634,2069,5.5383,3.15861,10.8337,18.9957,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2642022703
"Jan. 3, 2018","Jan. 3, 2018",Bike Ride,2493,39.6708,10972,4.6096,1.36159,13.0163,44.066,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2641005397
"Nov. 29, 2017","Nov. 29, 2017",Bike Ride,356,6.21202,1954,5.24252,1.83627,11.4449,32.675,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2598595630
"Nov. 29, 2017","Nov. 29, 2017",Bike Ride,295,6.21636,2148,5.759,1.31319,10.4185,45.6903,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2597880304
"Nov. 27, 2017","Nov. 27, 2017",Bike Ride,353,6.18827,1964,5.28958,2.80597,11.3431,21.383,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2595274906
"Nov. 27, 2017","Nov. 27, 2017",Bike Ride,364,6.29952,1970,5.21204,2.97768,11.5118,20.1499,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2594535286
"Nov. 21, 2017","Nov. 21, 2017",Bike Ride,260,6.19525,2293,6.1687,1.99261,9.72652,30.1113,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2586839788
"Nov. 21, 2017","Nov. 21, 2017",Bike Ride,320,6.16286,2068,5.59264,2.18141,10.7284,27.5051,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2586346198
"Nov. 21, 2017","Nov. 21, 2017",Bike Ride,320,6.16286,2068,5.59264,2.18141,10.7284,27.5051,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2586346195
"Nov. 20, 2017","Nov. 20, 2017",Bike Ride,399,6.19255,1643,4.42198,2.66352,13.5686,22.5266,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2585278960
"Nov. 20, 2017","Nov. 20, 2017",Bike Ride,401,6.18276,1625,4.38046,2.1786,13.6972,27.5406,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2584734634
"Nov. 20, 2017","Nov. 20, 2017",Bike Ride,401,6.18276,1625,4.38046,2.1786,13.6972,27.5406,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2584734631
"Nov. 15, 2017","Nov. 15, 2017",Bike Ride,365,6.18491,1878,5.0607,1.36393,11.8561,43.9907,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2578075315
"Nov. 15, 2017","Nov. 15, 2017",Bike Ride,363,6.29931,1978,5.23338,1.88942,11.4649,31.7557,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2577426994
"Nov. 13, 2017","Nov. 13, 2017",Bike Ride,379,6.20973,1797,4.82307,1.88885,12.4402,31.7654,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2574751699
"Nov. 13, 2017","Nov. 13, 2017",Bike Ride,384,6.31359,1835,4.84405,1.55088,12.3863,38.6878,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2573936803
"Nov. 9, 2017","Nov. 9, 2017",Bike Ride,367,6.1341,1825,4.95862,1.84778,12.1001,32.4713,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2568663013
"Nov. 9, 2017","Nov. 9, 2017",Bike Ride,362,6.22899,1934,5.17473,2.43451,11.5948,24.6456,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2568033250
"Nov. 8, 2017","Nov. 8, 2017",Bike Ride,392,6.16119,1667,4.50941,2.13128,13.3055,28.1521,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2567101774
"Nov. 8, 2017","Nov. 8, 2017",Bike Ride,259,6.24031,2238,5.97727,2.0538,10.038,29.2141,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2566344448
"Nov. 7, 2017","Nov. 7, 2017",Bike Ride,323,6.22555,2091,5.5979,0.994639,10.7183,60.3234,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2565282928
"Nov. 7, 2017","Nov. 7, 2017",Bike Ride,359,6.32767,2023,5.32845,1.61004,11.2603,37.2662,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2564541046
"Nov. 2, 2017","Nov. 2, 2017",Bike Ride,316,6.20202,2096,5.63257,1.65715,10.6523,36.2067,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2556956599
"Nov. 2, 2017","Nov. 2, 2017",Bike Ride,295,6.26275,2167,5.7669,2.42083,10.4042,24.7849,,,,Map My Fitness MapMyRide Android,http://www.mapmyride.com/workout/2556089026
